"Shimmer_4B78	Shimmer_4B78	Shimmer_4B78	Shimmer_4B78	Shimmer_4B78	"
"PPG_A13	PPG_A13	System_Timestamp_Plot_Zeroed	Timestamp	Timestamp	"
"CAL	UNCAL	CAL	UNCAL	CAL	"
"mV	no_units	ms	Ticks	ms	"
"1272.5274725274724	1737.0	58109.375	3270506.0	99807.92236328125	"
"1230.769230769231	1680.0	58117.1875	3270762.0	99815.73486328125	"
"1186.080586080586	1619.0	58125.0	3271018.0	99823.54736328125	"
"1142.857142857143	1560.0	58132.8125	3271274.0	99831.35986328125	"
"1101.0989010989013	1503.0	58140.625	3271530.0	99839.17236328125	"
"1062.2710622710622	1450.0	58148.4375	3271786.0	99846.98486328125	"
"1026.3736263736264	1401.0	58156.25	3272042.0	99854.79736328125	"
"993.4065934065934	1356.0	58164.0625	3272298.0	99862.60986328125	"
"964.1025641025641	1316.0	58171.875	3272554.0	99870.42236328125	"
"939.92673992674	1283.0	58179.6875	3272810.0	99878.23486328125	"
"920.1465201465201	1256.0	58187.5	3273066.0	99886.04736328125	"
"906.2271062271062	1237.0	58195.3125	3273322.0	99893.85986328125	"
"894.5054945054945	1221.0	58203.125	3273578.0	99901.67236328125	"
"888.6446886446886	1213.0	58210.9375	3273834.0	99909.48486328125	"
"883.5164835164835	1206.0	58218.75	3274090.0	99917.29736328125	"
"879.1208791208791	1200.0	58226.5625	3274346.0	99925.10986328125	"
"876.9230769230769	1197.0	58234.375	3274602.0	99932.92236328125	"
"874.7252747252747	1194.0	58242.1875	3274858.0	99940.73486328125	"
"873.992673992674	1193.0	58250.0	3275114.0	99948.54736328125	"
"876.1904761904761	1196.0	58257.8125	3275370.0	99956.35986328125	"
"879.1208791208791	1200.0	58265.625	3275626.0	99964.17236328125	"
"881.3186813186813	1203.0	58273.4375	3275882.0	99971.98486328125	"
"882.051282051282	1204.0	58281.25	3276138.0	99979.79736328125	"
"882.7838827838827	1205.0	58289.0625	3276394.0	99987.60986328125	"
"882.7838827838827	1205.0	58296.875	3276650.0	99995.42236328125	"
"883.5164835164835	1206.0	58304.6875	3276906.0	100003.23486328125	"
"884.9816849816849	1208.0	58312.5	3277162.0	100011.04736328125	"
"887.1794871794872	1211.0	58320.3125	3277418.0	100018.85986328125	"
"887.1794871794872	1211.0	58328.125	3277674.0	100026.67236328125	"
"889.3772893772893	1214.0	58335.9375	3277930.0	100034.48486328125	"
"895.2380952380953	1222.0	58343.75	3278186.0	100042.29736328125	"
"909.1575091575091	1241.0	58351.5625	3278442.0	100050.10986328125	"
"934.0659340659341	1275.0	58359.375	3278698.0	100057.92236328125	"
"975.8241758241758	1332.0	58367.1875	3278954.0	100065.73486328125	"
"1042.4908424908426	1423.0	58375.0	3279210.0	100073.54736328125	"
"1143.5897435897434	1561.0	58382.8125	3279466.0	100081.35986328125	"
"1286.4468864468865	1756.0	58390.625	3279722.0	100089.17236328125	"
"1475.4578754578756	2014.0	58398.4375	3279978.0	100096.98486328125	"
"1708.4249084249084	2332.0	58406.25	3280234.0	100104.79736328125	"
"1979.4871794871797	2702.0	58414.0625	3280490.0	100112.60986328125	"
"2277.6556776556777	3109.0	58421.875	3280746.0	100120.42236328125	"
"2589.74358974359	3535.0	58429.6875	3281002.0	100128.23486328125	"
"2797.069597069597	3818.0	58437.5	3281258.0	100136.04736328125	"
"2797.069597069597	3818.0	58445.3125	3281514.0	100143.85986328125	"
"2797.069597069597	3818.0	58453.125	3281770.0	100151.67236328125	"
"2797.8021978021975	3819.0	58460.9375	3282026.0	100159.48486328125	"
"2797.069597069597	3818.0	58468.75	3282282.0	100167.29736328125	"
"2797.8021978021975	3819.0	58476.5625	3282538.0	100175.10986328125	"
"2798.5347985347985	3820.0	58484.375	3282794.0	100182.92236328125	"
"2798.5347985347985	3820.0	58492.1875	3283050.0	100190.73486328125	"
"2797.069597069597	3818.0	58500.0	3283306.0	100198.54736328125	"
"2797.8021978021975	3819.0	58507.8125	3283562.0	100206.35986328125	"
"2797.8021978021975	3819.0	58515.625	3283818.0	100214.17236328125	"
"2797.8021978021975	3819.0	58523.4375	3284074.0	100221.98486328125	"
"2797.8021978021975	3819.0	58531.25	3284330.0	100229.79736328125	"
"2797.8021978021975	3819.0	58539.0625	3284586.0	100237.60986328125	"
"2797.8021978021975	3819.0	58546.875	3284842.0	100245.42236328125	"
"2797.8021978021975	3819.0	58554.6875	3285098.0	100253.23486328125	"
"2797.8021978021975	3819.0	58562.5	3285354.0	100261.04736328125	"
"2797.8021978021975	3819.0	58570.3125	3285610.0	100268.85986328125	"
"2797.8021978021975	3819.0	58578.125	3285866.0	100276.67236328125	"
"2664.4688644688645	3637.0	58585.9375	3286122.0	100284.48486328125	"
"2451.2820512820513	3346.0	58593.75	3286378.0	100292.29736328125	"
"2205.860805860806	3011.0	58601.5625	3286634.0	100300.10986328125	"
"1957.5091575091574	2672.0	58609.375	3286890.0	100307.92236328125	"
"1717.9487179487178	2345.0	58617.1875	3287146.0	100315.73486328125	"
"1497.4358974358975	2044.0	58625.0	3287402.0	100323.54736328125	"
"1301.8315018315018	1777.0	58632.8125	3287658.0	100331.35986328125	"
"1133.3333333333333	1547.0	58640.625	3287914.0	100339.17236328125	"
"987.5457875457876	1348.0	58648.4375	3288170.0	100346.98486328125	"
"865.2014652014652	1181.0	58656.25	3288426.0	100354.79736328125	"
"764.8351648351647	1044.0	58664.0625	3288682.0	100362.60986328125	"
"686.4468864468864	937.0	58671.875	3288938.0	100370.42236328125	"
"630.7692307692307	861.0	58679.6875	3289194.0	100378.23486328125	"
"594.1391941391942	811.0	58687.5	3289450.0	100386.04736328125	"
"578.0219780219779	789.0	58695.3125	3289706.0	100393.85986328125	"
"580.2197802197803	792.0	58703.125	3289962.0	100401.67236328125	"
"599.2673992673992	818.0	58710.9375	3290218.0	100409.48486328125	"
"634.4322344322344	866.0	58718.75	3290474.0	100417.29736328125	"
"684.981684981685	935.0	58726.5625	3290730.0	100425.10986328125	"
"745.7875457875458	1018.0	58734.375	3290986.0	100432.92236328125	"
"814.6520146520146	1112.0	58742.1875	3291242.0	100440.73486328125	"
"887.1794871794872	1211.0	58750.0	3291498.0	100448.54736328125	"
"961.1721611721612	1312.0	58757.8125	3291754.0	100456.35986328125	"
"1033.6996336996338	1411.0	58765.625	3292010.0	100464.17236328125	"
"1104.7619047619048	1508.0	58773.4375	3292266.0	100471.98486328125	"
"1168.4981684981685	1595.0	58781.25	3292522.0	100479.79736328125	"
"1223.4432234432236	1670.0	58789.0625	3292778.0	100487.60986328125	"
"1265.934065934066	1728.0	58796.875	3293034.0	100495.42236328125	"
"1296.7032967032967	1770.0	58804.6875	3293290.0	100503.23486328125	"
"1314.2857142857142	1794.0	58812.5	3293546.0	100511.04736328125	"
"1322.3443223443223	1805.0	58820.3125	3293802.0	100518.85986328125	"
"1317.948717948718	1799.0	58828.125	3294058.0	100526.67236328125	"
"1301.8315018315018	1777.0	58835.9375	3294314.0	100534.48486328125	"
"1273.9926739926739	1739.0	58843.75	3294570.0	100542.29736328125	"
"1238.8278388278388	1691.0	58851.5625	3294826.0	100550.10986328125	"
"1196.3369963369962	1633.0	58859.375	3295082.0	100557.92236328125	"
"1150.9157509157508	1571.0	58867.1875	3295338.0	100565.73486328125	"
"1105.4945054945056	1509.0	58875.0	3295594.0	100573.54736328125	"
"1060.805860805861	1448.0	58882.8125	3295850.0	100581.35986328125	"
"1016.8498168498168	1388.0	58890.625	3296106.0	100589.17236328125	"
"972.8937728937728	1328.0	58898.4375	3296362.0	100596.98486328125	"
"931.1355311355312	1271.0	58906.25	3296618.0	100604.79736328125	"
"893.0402930402931	1219.0	58914.0625	3296874.0	100612.60986328125	"
"860.8058608058609	1175.0	58921.875	3297130.0	100620.42236328125	"
"834.4322344322345	1139.0	58929.6875	3297386.0	100628.23486328125	"
"810.989010989011	1107.0	58937.5	3297642.0	100636.04736328125	"
"794.8717948717948	1085.0	58945.3125	3297898.0	100643.85986328125	"
"784.6153846153846	1071.0	58953.125	3298154.0	100651.67236328125	"
"781.6849816849817	1067.0	58960.9375	3298410.0	100659.48486328125	"
"782.4175824175824	1068.0	58968.75	3298666.0	100667.29736328125	"
"786.080586080586	1073.0	58976.5625	3298922.0	100675.10986328125	"
"791.9413919413919	1081.0	58984.375	3299178.0	100682.92236328125	"
"802.1978021978023	1095.0	58992.1875	3299434.0	100690.73486328125	"
"811.7216117216117	1108.0	59000.0	3299690.0	100698.54736328125	"
"820.5128205128204	1120.0	59007.8125	3299946.0	100706.35986328125	"
"827.8388278388278	1130.0	59015.625	3300202.0	100714.17236328125	"
"833.6996336996338	1138.0	59023.4375	3300458.0	100721.98486328125	"
"838.0952380952381	1144.0	59031.25	3300714.0	100729.79736328125	"
"841.7582417582418	1149.0	59039.0625	3300970.0	100737.60986328125	"
"843.9560439560439	1152.0	59046.875	3301226.0	100745.42236328125	"
"846.1538461538462	1155.0	59054.6875	3301482.0	100753.23486328125	"
"846.8864468864468	1156.0	59062.5	3301738.0	100761.04736328125	"
"847.6190476190476	1157.0	59070.3125	3301994.0	100768.85986328125	"
"849.8168498168498	1160.0	59078.125	3302250.0	100776.67236328125	"
"860.8058608058609	1175.0	59085.9375	3302506.0	100784.48486328125	"
"887.1794871794872	1211.0	59093.75	3302762.0	100792.29736328125	"
"936.996336996337	1279.0	59101.5625	3303018.0	100800.10986328125	"
"1017.5824175824175	1389.0	59109.375	3303274.0	100807.92236328125	"
"1137.7289377289376	1553.0	59117.1875	3303530.0	100815.73486328125	"
"1300.3663003663005	1775.0	59125.0	3303786.0	100823.54736328125	"
"1503.2967032967033	2052.0	59132.8125	3304042.0	100831.35986328125	"
"1747.985347985348	2386.0	59140.625	3304298.0	100839.17236328125	"
"2027.106227106227	2767.0	59148.4375	3304554.0	100846.98486328125	"
"2326.0073260073264	3175.0	59156.25	3304810.0	100854.79736328125	"
"2630.769230769231	3591.0	59164.0625	3305066.0	100862.60986328125	"
"2796.336996336996	3817.0	59171.875	3305322.0	100870.42236328125	"
"2797.8021978021975	3819.0	59179.6875	3305578.0	100878.23486328125	"
"2797.069597069597	3818.0	59187.5	3305834.0	100886.04736328125	"
"2796.336996336996	3817.0	59195.3125	3306090.0	100893.85986328125	"
"2797.069597069597	3818.0	59203.125	3306346.0	100901.67236328125	"
"2798.5347985347985	3820.0	59210.9375	3306602.0	100909.48486328125	"
"2797.069597069597	3818.0	59218.75	3306858.0	100917.29736328125	"
"2797.8021978021975	3819.0	59226.5625	3307114.0	100925.10986328125	"
"2796.336996336996	3817.0	59234.375	3307370.0	100932.92236328125	"
"2797.8021978021975	3819.0	59242.1875	3307626.0	100940.73486328125	"
"2797.069597069597	3818.0	59250.0	3307882.0	100948.54736328125	"
"2797.069597069597	3818.0	59257.8125	3308138.0	100956.35986328125	"
"2796.336996336996	3817.0	59265.625	3308394.0	100964.17236328125	"
"2797.8021978021975	3819.0	59273.4375	3308650.0	100971.98486328125	"
"2797.069597069597	3818.0	59281.25	3308906.0	100979.79736328125	"
"2797.8021978021975	3819.0	59289.0625	3309162.0	100987.60986328125	"
"2723.0769230769233	3717.0	59296.875	3309418.0	100995.42236328125	"
"2528.937728937729	3452.0	59304.6875	3309674.0	101003.23486328125	"
"2284.2490842490843	3118.0	59312.5	3309930.0	101011.04736328125	"
"2026.3736263736264	2766.0	59320.3125	3310186.0	101018.85986328125	"
"1772.8937728937728	2420.0	59328.125	3310442.0	101026.67236328125	"
"1531.135531135531	2090.0	59335.9375	3310698.0	101034.48486328125	"
"1312.0879120879122	1791.0	59343.75	3310954.0	101042.29736328125	"
"1115.7509157509157	1523.0	59351.5625	3311210.0	101050.10986328125	"
"943.5897435897435	1288.0	59359.375	3311466.0	101057.92236328125	"
"800.0	1092.0	59367.1875	3311722.0	101065.73486328125	"
"680.5860805860806	929.0	59375.0	3311978.0	101073.54736328125	"
"587.5457875457876	802.0	59382.8125	3312234.0	101081.35986328125	"
"519.4139194139194	709.0	59390.625	3312490.0	101089.17236328125	"
"473.2600732600732	646.0	59398.4375	3312746.0	101096.98486328125	"
"449.8168498168498	614.0	59406.25	3313002.0	101104.79736328125	"
"446.1538461538462	609.0	59414.0625	3313258.0	101112.60986328125	"
"460.07326007326003	628.0	59421.875	3313514.0	101120.42236328125	"
"489.37728937728934	668.0	59429.6875	3313770.0	101128.23486328125	"
"533.3333333333334	728.0	59437.5	3314026.0	101136.04736328125	"
"591.941391941392	808.0	59445.3125	3314282.0	101143.85986328125	"
"663.003663003663	905.0	59453.125	3314538.0	101151.67236328125	"
"744.3223443223443	1016.0	59460.9375	3314794.0	101159.48486328125	"
"829.3040293040293	1132.0	59468.75	3315050.0	101167.29736328125	"
"914.2857142857142	1248.0	59476.5625	3315306.0	101175.10986328125	"
"1000.0	1365.0	59484.375	3315562.0	101182.92236328125	"
"1084.9816849816848	1481.0	59492.1875	3315818.0	101190.73486328125	"
"1161.904761904762	1586.0	59500.0	3316074.0	101198.54736328125	"
"1230.0366300366302	1679.0	59507.8125	3316330.0	101206.35986328125	"
"1287.1794871794873	1757.0	59515.625	3316586.0	101214.17236328125	"
"1330.4029304029305	1816.0	59523.4375	3316842.0	101221.98486328125	"
"1356.7765567765568	1852.0	59531.25	3317098.0	101229.79736328125	"
"1369.96336996337	1870.0	59539.0625	3317354.0	101237.60986328125	"
"1370.6959706959708	1871.0	59546.875	3317610.0	101245.42236328125	"
"1360.4395604395604	1857.0	59554.6875	3317866.0	101253.23486328125	"
"1338.4615384615383	1827.0	59562.5	3318122.0	101261.04736328125	"
"1307.6923076923076	1785.0	59570.3125	3318378.0	101268.85986328125	"
"1269.5970695970695	1733.0	59578.125	3318634.0	101276.67236328125	"
"1225.6410256410256	1673.0	59585.9375	3318890.0	101284.48486328125	"
"1175.8241758241759	1605.0	59593.75	3319146.0	101292.29736328125	"
"1123.076923076923	1533.0	59601.5625	3319402.0	101300.10986328125	"
"1068.8644688644688	1459.0	59609.375	3319658.0	101307.92236328125	"
"1018.3150183150183	1390.0	59617.1875	3319914.0	101315.73486328125	"
"970.6959706959707	1325.0	59625.0	3320170.0	101323.54736328125	"
"929.6703296703297	1269.0	59632.8125	3320426.0	101331.35986328125	"
"894.5054945054945	1221.0	59640.625	3320682.0	101339.17236328125	"
"862.2710622710623	1177.0	59648.4375	3320938.0	101346.98486328125	"
"836.6300366300367	1142.0	59656.25	3321194.0	101354.79736328125	"
"816.8498168498169	1115.0	59664.0625	3321450.0	101362.60986328125	"
"802.1978021978023	1095.0	59671.875	3321706.0	101370.42236328125	"
"791.2087912087911	1080.0	59679.6875	3321962.0	101378.23486328125	"
"787.5457875457876	1075.0	59687.5	3322218.0	101386.04736328125	"
"791.9413919413919	1081.0	59695.3125	3322474.0	101393.85986328125	"
"800.7326007326008	1093.0	59703.125	3322730.0	101401.67236328125	"
"808.0586080586081	1103.0	59710.9375	3322986.0	101409.48486328125	"
"815.3846153846154	1113.0	59718.75	3323242.0	101417.29736328125	"
"821.978021978022	1122.0	59726.5625	3323498.0	101425.10986328125	"
"828.5714285714287	1131.0	59734.375	3323754.0	101432.92236328125	"
"834.4322344322345	1139.0	59742.1875	3324010.0	101440.73486328125	"
"835.1648351648352	1140.0	59750.0	3324266.0	101448.54736328125	"
"837.3626373626374	1143.0	59757.8125	3324522.0	101456.35986328125	"
"843.9560439560439	1152.0	59765.625	3324778.0	101464.17236328125	"
"854.2124542124542	1166.0	59773.4375	3325034.0	101471.98486328125	"
"874.7252747252747	1194.0	59781.25	3325290.0	101479.79736328125	"
"912.8205128205128	1246.0	59789.0625	3325546.0	101487.60986328125	"
"975.8241758241758	1332.0	59796.875	3325802.0	101495.42236328125	"
"1072.5274725274726	1464.0	59804.6875	3326058.0	101503.23486328125	"
"1208.058608058608	1649.0	59812.5	3326314.0	101511.04736328125	"
"1389.7435897435896	1897.0	59820.3125	3326570.0	101518.85986328125	"
"1617.5824175824175	2208.0	59828.125	3326826.0	101526.67236328125	"
"1888.6446886446886	2578.0	59835.9375	3327082.0	101534.48486328125	"
"2191.2087912087914	2991.0	59843.75	3327338.0	101542.29736328125	"
"2516.4835164835163	3435.0	59851.5625	3327594.0	101550.10986328125	"
"2796.336996336996	3817.0	59859.375	3327850.0	101557.92236328125	"
"2797.069597069597	3818.0	59867.1875	3328106.0	101565.73486328125	"
"2797.069597069597	3818.0	59875.0	3328362.0	101573.54736328125	"
"2797.8021978021975	3819.0	59882.8125	3328618.0	101581.35986328125	"
"2797.069597069597	3818.0	59890.625	3328874.0	101589.17236328125	"
"2797.8021978021975	3819.0	59898.4375	3329130.0	101596.98486328125	"
"2796.336996336996	3817.0	59906.25	3329386.0	101604.79736328125	"
"2797.069597069597	3818.0	59914.0625	3329642.0	101612.60986328125	"
"2797.069597069597	3818.0	59921.875	3329898.0	101620.42236328125	"
"2797.8021978021975	3819.0	59929.6875	3330154.0	101628.23486328125	"
"2797.069597069597	3818.0	59937.5	3330410.0	101636.04736328125	"
"2797.8021978021975	3819.0	59945.3125	3330666.0	101643.85986328125	"
"2797.8021978021975	3819.0	59953.125	3330922.0	101651.67236328125	"
"2797.8021978021975	3819.0	59960.9375	3331178.0	101659.48486328125	"
"2797.069597069597	3818.0	59968.75	3331434.0	101667.29736328125	"
"2797.069597069597	3818.0	59976.5625	3331690.0	101675.10986328125	"
"2795.6043956043954	3816.0	59984.375	3331946.0	101682.92236328125	"
"2797.8021978021975	3819.0	59992.1875	3332202.0	101690.73486328125	"
"2797.069597069597	3818.0	60000.0	3332458.0	101698.54736328125	"
"2676.9230769230767	3654.0	60007.8125	3332714.0	101706.35986328125	"
"2454.2124542124543	3350.0	60015.625	3332970.0	101714.17236328125	"
"2191.2087912087914	2991.0	60023.4375	3333226.0	101721.98486328125	"
"1918.6813186813188	2619.0	60031.25	3333482.0	101729.79736328125	"
"1657.1428571428573	2262.0	60039.0625	3333738.0	101737.60986328125	"
"1412.4542124542124	1928.0	60046.875	3333994.0	101745.42236328125	"
"1194.1391941391942	1630.0	60054.6875	3334250.0	101753.23486328125	"
"1002.9304029304029	1369.0	60062.5	3334506.0	101761.04736328125	"
"839.5604395604396	1146.0	60070.3125	3334762.0	101768.85986328125	"
"704.0293040293041	961.0	60078.125	3335018.0	101776.67236328125	"
"598.5347985347985	817.0	60085.9375	3335274.0	101784.48486328125	"
"520.8791208791209	711.0	60093.75	3335530.0	101792.29736328125	"
"468.86446886446885	640.0	60101.5625	3335786.0	101800.10986328125	"
"440.2930402930403	601.0	60109.375	3336042.0	101807.92236328125	"
"433.6996336996337	592.0	60117.1875	3336298.0	101815.73486328125	"
"445.4212454212454	608.0	60125.0	3336554.0	101823.54736328125	"
"478.3882783882784	653.0	60132.8125	3336810.0	101831.35986328125	"
"529.6703296703297	723.0	60140.625	3337066.0	101839.17236328125	"
"594.8717948717949	812.0	60148.4375	3337322.0	101846.98486328125	"
"671.7948717948717	917.0	60156.25	3337578.0	101854.79736328125	"
"754.5787545787546	1030.0	60164.0625	3337834.0	101862.60986328125	"
"839.5604395604396	1146.0	60171.875	3338090.0	101870.42236328125	"
"923.0769230769231	1260.0	60179.6875	3338346.0	101878.23486328125	"
"1002.1978021978022	1368.0	60187.5	3338602.0	101886.04736328125	"
"1075.4578754578754	1468.0	60195.3125	3338858.0	101893.85986328125	"
"1137.7289377289376	1553.0	60203.125	3339114.0	101901.67236328125	"
"1191.2087912087911	1626.0	60210.9375	3339370.0	101909.48486328125	"
"1232.967032967033	1683.0	60218.75	3339626.0	101917.29736328125	"
"1263.003663003663	1724.0	60226.5625	3339882.0	101925.10986328125	"
"1278.3882783882782	1745.0	60234.375	3340138.0	101932.92236328125	"
"1282.783882783883	1751.0	60242.1875	3340394.0	101940.73486328125	"
"1276.1904761904761	1742.0	60250.0	3340650.0	101948.54736328125	"
"1263.003663003663	1724.0	60257.8125	3340906.0	101956.35986328125	"
"1240.2930402930403	1693.0	60265.625	3341162.0	101964.17236328125	"
"1210.2564102564102	1652.0	60273.4375	3341418.0	101971.98486328125	"
"1169.2307692307693	1596.0	60281.25	3341674.0	101979.79736328125	"
"1125.2747252747254	1536.0	60289.0625	3341930.0	101987.60986328125	"
"1078.3882783882784	1472.0	60296.875	3342186.0	101995.42236328125	"
"1032.2344322344322	1409.0	60304.6875	3342442.0	102003.23486328125	"
"986.0805860805862	1346.0	60312.5	3342698.0	102011.04736328125	"
"941.3919413919414	1285.0	60320.3125	3342954.0	102018.85986328125	"
"898.901098901099	1227.0	60328.125	3343210.0	102026.67236328125	"
"861.5384615384615	1176.0	60335.9375	3343466.0	102034.48486328125	"
"827.8388278388278	1130.0	60343.75	3343722.0	102042.29736328125	"
"800.0	1092.0	60351.5625	3343978.0	102050.10986328125	"
"775.8241758241759	1059.0	60359.375	3344234.0	102057.92236328125	"
"756.7765567765567	1033.0	60367.1875	3344490.0	102065.73486328125	"
"739.1941391941392	1009.0	60375.0	3344746.0	102073.54736328125	"
"725.2747252747253	990.0	60382.8125	3345002.0	102081.35986328125	"
"715.7509157509157	977.0	60390.625	3345258.0	102089.17236328125	"
"711.3553113553114	971.0	60398.4375	3345514.0	102096.98486328125	"
"709.8901098901099	969.0	60406.25	3345770.0	102104.79736328125	"
"712.8205128205128	973.0	60414.0625	3346026.0	102112.60986328125	"
"717.2161172161173	979.0	60421.875	3346282.0	102120.42236328125	"
"723.0769230769231	987.0	60429.6875	3346538.0	102128.23486328125	"
"728.2051282051282	994.0	60437.5	3346794.0	102136.04736328125	"
"733.3333333333333	1001.0	60445.3125	3347050.0	102143.85986328125	"
"740.6593406593407	1011.0	60453.125	3347306.0	102151.67236328125	"
"753.113553113553	1028.0	60460.9375	3347562.0	102159.48486328125	"
"769.2307692307693	1050.0	60468.75	3347818.0	102167.29736328125	"
"793.4065934065934	1083.0	60476.5625	3348074.0	102175.10986328125	"
"836.6300366300367	1142.0	60484.375	3348330.0	102182.92236328125	"
"906.2271062271062	1237.0	60492.1875	3348586.0	102190.73486328125	"
"1012.4542124542124	1382.0	60500.0	3348842.0	102198.54736328125	"
"1161.1721611721612	1585.0	60507.8125	3349098.0	102206.35986328125	"
"1358.9743589743591	1855.0	60515.625	3349354.0	102214.17236328125	"
"1602.1978021978023	2187.0	60523.4375	3349610.0	102221.98486328125	"
"1885.7142857142858	2574.0	60531.25	3349866.0	102229.79736328125	"
"2199.2673992673995	3002.0	60539.0625	3350122.0	102237.60986328125	"
"2524.5421245421244	3446.0	60546.875	3350378.0	102245.42236328125	"
"2797.069597069597	3818.0	60554.6875	3350634.0	102253.23486328125	"
"2797.069597069597	3818.0	60562.5	3350890.0	102261.04736328125	"
"2797.8021978021975	3819.0	60570.3125	3351146.0	102268.85986328125	"
"2796.336996336996	3817.0	60578.125	3351402.0	102276.67236328125	"
"2797.8021978021975	3819.0	60585.9375	3351658.0	102284.48486328125	"
"2798.5347985347985	3820.0	60593.75	3351914.0	102292.29736328125	"
"2797.8021978021975	3819.0	60601.5625	3352170.0	102300.10986328125	"
"2797.069597069597	3818.0	60609.375	3352426.0	102307.92236328125	"
"2797.069597069597	3818.0	60617.1875	3352682.0	102315.73486328125	"
"2796.336996336996	3817.0	60625.0	3352938.0	102323.54736328125	"
"2797.8021978021975	3819.0	60632.8125	3353194.0	102331.35986328125	"
"2798.5347985347985	3820.0	60640.625	3353450.0	102339.17236328125	"
"2797.8021978021975	3819.0	60648.4375	3353706.0	102346.98486328125	"
"2797.069597069597	3818.0	60656.25	3353962.0	102354.79736328125	"
"2797.8021978021975	3819.0	60664.0625	3354218.0	102362.60986328125	"
"2797.069597069597	3818.0	60671.875	3354474.0	102370.42236328125	"
"2798.5347985347985	3820.0	60679.6875	3354730.0	102378.23486328125	"
"2775.091575091575	3788.0	60687.5	3354986.0	102386.04736328125	"
"2608.7912087912086	3561.0	60695.3125	3355242.0	102393.85986328125	"
"2372.161172161172	3238.0	60703.125	3355498.0	102401.67236328125	"
"2109.157509157509	2879.0	60710.9375	3355754.0	102409.48486328125	"
"1845.4212454212454	2519.0	60718.75	3356010.0	102417.29736328125	"
"1597.0695970695972	2180.0	60726.5625	3356266.0	102425.10986328125	"
"1374.3589743589744	1876.0	60734.375	3356522.0	102432.92236328125	"
"1178.7545787545787	1609.0	60742.1875	3356778.0	102440.73486328125	"
"1008.7912087912088	1377.0	60750.0	3357034.0	102448.54736328125	"
"860.8058608058609	1175.0	60757.8125	3357290.0	102456.35986328125	"
"736.2637362637363	1005.0	60765.625	3357546.0	102464.17236328125	"
"633.6996336996336	865.0	60773.4375	3357802.0	102471.98486328125	"
"553.1135531135532	755.0	60781.25	3358058.0	102479.79736328125	"
"490.8424908424908	670.0	60789.0625	3358314.0	102487.60986328125	"
"445.4212454212454	608.0	60796.875	3358570.0	102495.42236328125	"
"420.5128205128205	574.0	60804.6875	3358826.0	102503.23486328125	"
"413.9194139194139	565.0	60812.5	3359082.0	102511.04736328125	"
"421.97802197802196	576.0	60820.3125	3359338.0	102518.85986328125	"
"442.49084249084245	604.0	60828.125	3359594.0	102526.67236328125	"
"476.92307692307696	651.0	60835.9375	3359850.0	102534.48486328125	"
"523.0769230769231	714.0	60843.75	3360106.0	102542.29736328125	"
"578.7545787545788	790.0	60851.5625	3360362.0	102550.10986328125	"
"643.956043956044	879.0	60859.375	3360618.0	102557.92236328125	"
"716.4835164835165	978.0	60867.1875	3360874.0	102565.73486328125	"
"791.9413919413919	1081.0	60875.0	3361130.0	102573.54736328125	"
"866.6666666666667	1183.0	60882.8125	3361386.0	102581.35986328125	"
"939.1941391941392	1282.0	60890.625	3361642.0	102589.17236328125	"
"1005.1282051282051	1372.0	60898.4375	3361898.0	102596.98486328125	"
"1061.5384615384614	1449.0	60906.25	3362154.0	102604.79736328125	"
"1107.6923076923078	1512.0	60914.0625	3362410.0	102612.60986328125	"
"1141.3919413919414	1558.0	60921.875	3362666.0	102620.42236328125	"
"1163.3699633699634	1588.0	60929.6875	3362922.0	102628.23486328125	"
"1174.3589743589744	1603.0	60937.5	3363178.0	102636.04736328125	"
"1175.8241758241759	1605.0	60945.3125	3363434.0	102643.85986328125	"
"1165.5677655677657	1591.0	60953.125	3363690.0	102651.67236328125	"
"1145.7875457875457	1564.0	60960.9375	3363946.0	102659.48486328125	"
"1116.4835164835165	1524.0	60968.75	3364202.0	102667.29736328125	"
"1082.051282051282	1477.0	60976.5625	3364458.0	102675.10986328125	"
"1042.4908424908426	1423.0	60984.375	3364714.0	102682.92236328125	"
"998.5347985347985	1363.0	60992.1875	3364970.0	102690.73486328125	"
"951.6483516483516	1299.0	61000.0	3365226.0	102698.54736328125	"
"906.959706959707	1238.0	61007.8125	3365482.0	102706.35986328125	"
"865.2014652014652	1181.0	61015.625	3365738.0	102714.17236328125	"
"827.106227106227	1129.0	61023.4375	3365994.0	102721.98486328125	"
"791.2087912087911	1080.0	61031.25	3366250.0	102729.79736328125	"
"759.7069597069597	1037.0	61039.0625	3366506.0	102737.60986328125	"
"731.8681318681319	999.0	61046.875	3366762.0	102745.42236328125	"
"706.2271062271062	964.0	61054.6875	3367018.0	102753.23486328125	"
"684.2490842490843	934.0	61062.5	3367274.0	102761.04736328125	"
"668.1318681318681	912.0	61070.3125	3367530.0	102768.85986328125	"
"657.8754578754579	898.0	61078.125	3367786.0	102776.67236328125	"
"654.945054945055	894.0	61085.9375	3368042.0	102784.48486328125	"
"654.2124542124542	893.0	61093.75	3368298.0	102792.29736328125	"
"657.1428571428571	897.0	61101.5625	3368554.0	102800.10986328125	"
"663.003663003663	905.0	61109.375	3368810.0	102807.92236328125	"
"672.5274725274726	918.0	61117.1875	3369066.0	102815.73486328125	"
"684.2490842490843	934.0	61125.0	3369322.0	102823.54736328125	"
"694.5054945054944	948.0	61132.8125	3369578.0	102831.35986328125	"
