"Shimmer_4B78	Shimmer_4B78	Shimmer_4B78	Shimmer_4B78	Shimmer_4B78	"
"PPG_A13	PPG_A13	System_Timestamp_Plot_Zeroed	Timestamp	Timestamp	"
"CAL	UNCAL	CAL	UNCAL	CAL	"
"mV	no_units	ms	Ticks	ms	"
"612.4542124542126	836.0	14085.9375	1827946.0	55784.48486328125	"
"659.3406593406594	900.0	14093.75	1828202.0	55792.29736328125	"
"707.6923076923077	966.0	14101.5625	1828458.0	55800.10986328125	"
"758.9743589743589	1036.0	14109.375	1828714.0	55807.92236328125	"
"810.2564102564103	1106.0	14117.1875	1828970.0	55815.73486328125	"
"859.3406593406593	1173.0	14125.0	1829226.0	55823.54736328125	"
"907.6923076923077	1239.0	14132.8125	1829482.0	55831.35986328125	"
"952.3809523809523	1300.0	14140.625	1829738.0	55839.17236328125	"
"991.941391941392	1354.0	14148.4375	1829994.0	55846.98486328125	"
"1023.4432234432234	1397.0	14156.25	1830250.0	55854.79736328125	"
"1046.886446886447	1429.0	14164.0625	1830506.0	55862.60986328125	"
"1062.2710622710622	1450.0	14171.875	1830762.0	55870.42236328125	"
"1072.5274725274726	1464.0	14179.6875	1831018.0	55878.23486328125	"
"1075.4578754578754	1468.0	14187.5	1831274.0	55886.04736328125	"
"1076.923076923077	1470.0	14195.3125	1831530.0	55893.85986328125	"
"1075.4578754578754	1468.0	14203.125	1831786.0	55901.67236328125	"
"1072.5274725274726	1464.0	14210.9375	1832042.0	55909.48486328125	"
"1063.7362637362637	1452.0	14218.75	1832298.0	55917.29736328125	"
"1050.5494505494505	1434.0	14226.5625	1832554.0	55925.10986328125	"
"1031.5018315018315	1408.0	14234.375	1832810.0	55932.92236328125	"
"1014.6520146520146	1385.0	14242.1875	1833066.0	55940.73486328125	"
"1000.0	1365.0	14250.0	1833322.0	55948.54736328125	"
"988.2783882783883	1349.0	14257.8125	1833578.0	55956.35986328125	"
"978.021978021978	1335.0	14265.625	1833834.0	55964.17236328125	"
"967.7655677655678	1321.0	14273.4375	1834090.0	55971.98486328125	"
"956.7765567765568	1306.0	14281.25	1834346.0	55979.79736328125	"
"946.5201465201465	1292.0	14289.0625	1834602.0	55987.60986328125	"
"934.7985347985348	1276.0	14296.875	1834858.0	55995.42236328125	"
"920.8791208791208	1257.0	14304.6875	1835114.0	56003.23486328125	"
"905.4945054945055	1236.0	14312.5	1835370.0	56011.04736328125	"
"893.7728937728938	1220.0	14320.3125	1835626.0	56018.85986328125	"
"884.2490842490843	1207.0	14328.125	1835882.0	56026.67236328125	"
"877.6556776556777	1198.0	14335.9375	1836138.0	56034.48486328125	"
"873.2600732600732	1192.0	14343.75	1836394.0	56042.29736328125	"
"871.0622710622711	1189.0	14351.5625	1836650.0	56050.10986328125	"
"871.7948717948718	1190.0	14359.375	1836906.0	56057.92236328125	"
"882.7838827838827	1205.0	14367.1875	1837162.0	56065.73486328125	"
"906.959706959707	1238.0	14375.0	1837418.0	56073.54736328125	"
"947.985347985348	1294.0	14382.8125	1837674.0	56081.35986328125	"
"1013.9194139194138	1384.0	14390.625	1837930.0	56089.17236328125	"
"1110.6227106227107	1516.0	14398.4375	1838186.0	56096.98486328125	"
"1245.4212454212454	1700.0	14406.25	1838442.0	56104.79736328125	"
"1420.5128205128206	1939.0	14414.0625	1838698.0	56112.60986328125	"
"1632.967032967033	2229.0	14421.875	1838954.0	56120.42236328125	"
"1885.7142857142858	2574.0	14429.6875	1839210.0	56128.23486328125	"
"2167.7655677655675	2959.0	14437.5	1839466.0	56136.04736328125	"
"2468.131868131868	3369.0	14445.3125	1839722.0	56143.85986328125	"
"2765.5677655677655	3775.0	14453.125	1839978.0	56151.67236328125	"
"2797.069597069597	3818.0	14460.9375	1840234.0	56159.48486328125	"
"2797.069597069597	3818.0	14468.75	1840490.0	56167.29736328125	"
"2797.8021978021975	3819.0	14476.5625	1840746.0	56175.10986328125	"
"2797.069597069597	3818.0	14484.375	1841002.0	56182.92236328125	"
"2797.8021978021975	3819.0	14492.1875	1841258.0	56190.73486328125	"
"2797.069597069597	3818.0	14500.0	1841514.0	56198.54736328125	"
"2797.069597069597	3818.0	14507.8125	1841770.0	56206.35986328125	"
"2797.069597069597	3818.0	14515.625	1842026.0	56214.17236328125	"
"2797.069597069597	3818.0	14523.4375	1842282.0	56221.98486328125	"
"2797.069597069597	3818.0	14531.25	1842538.0	56229.79736328125	"
"2797.8021978021975	3819.0	14539.0625	1842794.0	56237.60986328125	"
"2797.069597069597	3818.0	14546.875	1843050.0	56245.42236328125	"
"2797.8021978021975	3819.0	14554.6875	1843306.0	56253.23486328125	"
"2797.069597069597	3818.0	14562.5	1843562.0	56261.04736328125	"
"2797.8021978021975	3819.0	14570.3125	1843818.0	56268.85986328125	"
"2796.336996336996	3817.0	14578.125	1844074.0	56276.67236328125	"
"2797.069597069597	3818.0	14585.9375	1844330.0	56284.48486328125	"
"2797.069597069597	3818.0	14593.75	1844586.0	56292.29736328125	"
"2674.7252747252746	3651.0	14601.5625	1844842.0	56300.10986328125	"
"2465.2014652014655	3365.0	14609.375	1845098.0	56307.92236328125	"
"2221.2454212454213	3032.0	14617.1875	1845354.0	56315.73486328125	"
"1965.5677655677655	2683.0	14625.0	1845610.0	56323.54736328125	"
"1716.4835164835163	2343.0	14632.8125	1845866.0	56331.35986328125	"
"1480.5860805860807	2021.0	14640.625	1846122.0	56339.17236328125	"
"1266.6666666666665	1729.0	14648.4375	1846378.0	56346.98486328125	"
"1076.1904761904761	1469.0	14656.25	1846634.0	56354.79736328125	"
"910.6227106227107	1243.0	14664.0625	1846890.0	56362.60986328125	"
"769.96336996337	1051.0	14671.875	1847146.0	56370.42236328125	"
"654.2124542124542	893.0	14679.6875	1847402.0	56378.23486328125	"
"561.9047619047619	767.0	14687.5	1847658.0	56386.04736328125	"
"493.0402930402931	673.0	14695.3125	1847914.0	56393.85986328125	"
"445.4212454212454	608.0	14703.125	1848170.0	56401.67236328125	"
"419.04761904761904	572.0	14710.9375	1848426.0	56409.48486328125	"
"410.2564102564102	560.0	14718.75	1848682.0	56417.29736328125	"
"416.1172161172161	568.0	14726.5625	1848938.0	56425.10986328125	"
"433.6996336996337	592.0	14734.375	1849194.0	56432.92236328125	"
"460.07326007326003	628.0	14742.1875	1849450.0	56440.73486328125	"
"494.50549450549454	675.0	14750.0	1849706.0	56448.54736328125	"
"535.5311355311355	731.0	14757.8125	1849962.0	56456.35986328125	"
"581.6849816849817	794.0	14765.625	1850218.0	56464.17236328125	"
"631.5018315018315	862.0	14773.4375	1850474.0	56471.98486328125	"
"683.5164835164835	933.0	14781.25	1850730.0	56479.79736328125	"
"734.7985347985349	1003.0	14789.0625	1850986.0	56487.60986328125	"
"783.1501831501831	1069.0	14796.875	1851242.0	56495.42236328125	"
"827.106227106227	1129.0	14804.6875	1851498.0	56503.23486328125	"
"868.8644688644689	1186.0	14812.5	1851754.0	56511.04736328125	"
"904.7619047619048	1235.0	14820.3125	1852010.0	56518.85986328125	"
"936.2637362637363	1278.0	14828.125	1852266.0	56526.67236328125	"
"960.4395604395605	1311.0	14835.9375	1852522.0	56534.48486328125	"
"975.8241758241758	1332.0	14843.75	1852778.0	56542.29736328125	"
"986.0805860805862	1346.0	14851.5625	1853034.0	56550.10986328125	"
"989.0109890109891	1350.0	14859.375	1853290.0	56557.92236328125	"
"986.8131868131868	1347.0	14867.1875	1853546.0	56565.73486328125	"
"980.952380952381	1339.0	14875.0	1853802.0	56573.54736328125	"
"971.4285714285714	1326.0	14882.8125	1854058.0	56581.35986328125	"
"960.4395604395605	1311.0	14890.625	1854314.0	56589.17236328125	"
"946.5201465201465	1292.0	14898.4375	1854570.0	56596.98486328125	"
"931.1355311355312	1271.0	14906.25	1854826.0	56604.79736328125	"
"916.4835164835165	1251.0	14914.0625	1855082.0	56612.60986328125	"
"903.2967032967033	1233.0	14921.875	1855338.0	56620.42236328125	"
"892.3076923076924	1218.0	14929.6875	1855594.0	56628.23486328125	"
"882.7838827838827	1205.0	14937.5	1855850.0	56636.04736328125	"
"873.992673992674	1193.0	14945.3125	1856106.0	56643.85986328125	"
"865.2014652014652	1181.0	14953.125	1856362.0	56651.67236328125	"
"857.1428571428571	1170.0	14960.9375	1856618.0	56659.48486328125	"
"849.8168498168498	1160.0	14968.75	1856874.0	56667.29736328125	"
"844.6886446886447	1153.0	14976.5625	1857130.0	56675.10986328125	"
"841.025641025641	1148.0	14984.375	1857386.0	56682.92236328125	"
"837.3626373626374	1143.0	14992.1875	1857642.0	56690.73486328125	"
"832.2344322344322	1136.0	15000.0	1857898.0	56698.54736328125	"
"829.3040293040293	1132.0	15007.8125	1858154.0	56706.35986328125	"
"825.6410256410256	1127.0	15015.625	1858410.0	56714.17236328125	"
"822.7106227106227	1123.0	15023.4375	1858666.0	56721.98486328125	"
"821.978021978022	1122.0	15031.25	1858922.0	56729.79736328125	"
"827.106227106227	1129.0	15039.0625	1859178.0	56737.60986328125	"
"839.5604395604396	1146.0	15046.875	1859434.0	56745.42236328125	"
"860.0732600732601	1174.0	15054.6875	1859690.0	56753.23486328125	"
"895.970695970696	1223.0	15062.5	1859946.0	56761.04736328125	"
"953.113553113553	1301.0	15070.3125	1860202.0	56768.85986328125	"
"1041.7582417582419	1422.0	15078.125	1860458.0	56776.67236328125	"
"1167.032967032967	1593.0	15085.9375	1860714.0	56784.48486328125	"
"1333.3333333333333	1820.0	15093.75	1860970.0	56792.29736328125	"
"1540.6593406593408	2103.0	15101.5625	1861226.0	56800.10986328125	"
"1786.0805860805863	2438.0	15109.375	1861482.0	56807.92236328125	"
"2057.875457875458	2809.0	15117.1875	1861738.0	56815.73486328125	"
"2343.5897435897436	3199.0	15125.0	1861994.0	56823.54736328125	"
"2628.5714285714284	3588.0	15132.8125	1862250.0	56831.35986328125	"
"2797.069597069597	3818.0	15140.625	1862506.0	56839.17236328125	"
"2797.069597069597	3818.0	15148.4375	1862762.0	56846.98486328125	"
"2797.069597069597	3818.0	15156.25	1863018.0	56854.79736328125	"
"2797.8021978021975	3819.0	15164.0625	1863274.0	56862.60986328125	"
"2797.069597069597	3818.0	15171.875	1863530.0	56870.42236328125	"
"2797.8021978021975	3819.0	15179.6875	1863786.0	56878.23486328125	"
"2797.069597069597	3818.0	15187.5	1864042.0	56886.04736328125	"
"2797.8021978021975	3819.0	15195.3125	1864298.0	56893.85986328125	"
"2797.069597069597	3818.0	15203.125	1864554.0	56901.67236328125	"
"2797.8021978021975	3819.0	15210.9375	1864810.0	56909.48486328125	"
"2797.069597069597	3818.0	15218.75	1865066.0	56917.29736328125	"
"2797.8021978021975	3819.0	15226.5625	1865322.0	56925.10986328125	"
"2797.069597069597	3818.0	15234.375	1865578.0	56932.92236328125	"
"2797.069597069597	3818.0	15242.1875	1865834.0	56940.73486328125	"
"2797.069597069597	3818.0	15250.0	1866090.0	56948.54736328125	"
"2797.8021978021975	3819.0	15257.8125	1866346.0	56956.35986328125	"
"2683.5164835164833	3663.0	15265.625	1866602.0	56964.17236328125	"
"2486.4468864468863	3394.0	15273.4375	1866858.0	56971.98486328125	"
"2252.747252747253	3075.0	15281.25	1867114.0	56979.79736328125	"
"2007.3260073260074	2740.0	15289.0625	1867370.0	56987.60986328125	"
"1766.3003663003662	2411.0	15296.875	1867626.0	56995.42236328125	"
"1540.6593406593408	2103.0	15304.6875	1867882.0	57003.23486328125	"
"1331.8681318681317	1818.0	15312.5	1868138.0	57011.04736328125	"
"1144.3223443223442	1562.0	15320.3125	1868394.0	57018.85986328125	"
"979.4871794871794	1337.0	15328.125	1868650.0	57026.67236328125	"
"838.0952380952381	1144.0	15335.9375	1868906.0	57034.48486328125	"
"719.4139194139194	982.0	15343.75	1869162.0	57042.29736328125	"
"623.4432234432235	851.0	15351.5625	1869418.0	57050.10986328125	"
"545.7875457875457	745.0	15359.375	1869674.0	57057.92236328125	"
"487.1794871794872	665.0	15367.1875	1869930.0	57065.73486328125	"
"444.6886446886447	607.0	15375.0	1870186.0	57073.54736328125	"
"418.31501831501834	571.0	15382.8125	1870442.0	57081.35986328125	"
"408.79120879120876	558.0	15390.625	1870698.0	57089.17236328125	"
"413.9194139194139	565.0	15398.4375	1870954.0	57096.98486328125	"
"432.23443223443223	590.0	15406.25	1871210.0	57104.79736328125	"
"460.8058608058608	629.0	15414.0625	1871466.0	57112.60986328125	"
"496.7032967032967	678.0	15421.875	1871722.0	57120.42236328125	"
"538.4615384615385	735.0	15429.6875	1871978.0	57128.23486328125	"
"586.0805860805862	800.0	15437.5	1872234.0	57136.04736328125	"
"637.3626373626373	870.0	15445.3125	1872490.0	57143.85986328125	"
"692.3076923076923	945.0	15453.125	1872746.0	57151.67236328125	"
"747.985347985348	1021.0	15460.9375	1873002.0	57159.48486328125	"
"801.4652014652015	1094.0	15468.75	1873258.0	57167.29736328125	"
"854.945054945055	1167.0	15476.5625	1873514.0	57175.10986328125	"
"902.5641025641025	1232.0	15484.375	1873770.0	57182.92236328125	"
"946.5201465201465	1292.0	15492.1875	1874026.0	57190.73486328125	"
"986.0805860805862	1346.0	15500.0	1874282.0	57198.54736328125	"
"1018.3150183150183	1390.0	15507.8125	1874538.0	57206.35986328125	"
"1043.2234432234434	1424.0	15515.625	1874794.0	57214.17236328125	"
"1059.3406593406594	1446.0	15523.4375	1875050.0	57221.98486328125	"
"1068.131868131868	1458.0	15531.25	1875306.0	57229.79736328125	"
"1071.062271062271	1462.0	15539.0625	1875562.0	57237.60986328125	"
"1068.131868131868	1458.0	15546.875	1875818.0	57245.42236328125	"
"1059.3406593406594	1446.0	15554.6875	1876074.0	57253.23486328125	"
"1046.886446886447	1429.0	15562.5	1876330.0	57261.04736328125	"
"1032.967032967033	1410.0	15570.3125	1876586.0	57268.85986328125	"
"1018.3150183150183	1390.0	15578.125	1876842.0	57276.67236328125	"
"1004.3956043956043	1371.0	15585.9375	1877098.0	57284.48486328125	"
"990.4761904761905	1352.0	15593.75	1877354.0	57292.29736328125	"
"976.5567765567765	1333.0	15601.5625	1877610.0	57300.10986328125	"
"961.1721611721612	1312.0	15609.375	1877866.0	57307.92236328125	"
"945.054945054945	1290.0	15617.1875	1878122.0	57315.73486328125	"
"930.4029304029305	1270.0	15625.0	1878378.0	57323.54736328125	"
"917.9487179487179	1253.0	15632.8125	1878634.0	57331.35986328125	"
"906.2271062271062	1237.0	15640.625	1878890.0	57339.17236328125	"
"895.2380952380953	1222.0	15648.4375	1879146.0	57346.98486328125	"
"885.7142857142857	1209.0	15656.25	1879402.0	57354.79736328125	"
"875.4578754578755	1195.0	15664.0625	1879658.0	57362.60986328125	"
"863.0036630036631	1178.0	15671.875	1879914.0	57370.42236328125	"
"852.7472527472527	1164.0	15679.6875	1880170.0	57378.23486328125	"
"843.9560439560439	1152.0	15687.5	1880426.0	57386.04736328125	"
"838.8278388278388	1145.0	15695.3125	1880682.0	57393.85986328125	"
"833.6996336996338	1138.0	15703.125	1880938.0	57401.67236328125	"
"832.967032967033	1137.0	15710.9375	1881194.0	57409.48486328125	"
"839.5604395604396	1146.0	15718.75	1881450.0	57417.29736328125	"
"859.3406593406593	1173.0	15726.5625	1881706.0	57425.10986328125	"
"898.901098901099	1227.0	15734.375	1881962.0	57432.92236328125	"
"969.2307692307693	1323.0	15742.1875	1882218.0	57440.73486328125	"
"1072.5274725274726	1464.0	15750.0	1882474.0	57448.54736328125	"
"1213.9194139194137	1657.0	15757.8125	1882730.0	57456.35986328125	"
"1391.9413919413919	1900.0	15765.625	1882986.0	57464.17236328125	"
"1607.3260073260074	2194.0	15773.4375	1883242.0	57471.98486328125	"
"1853.4798534798535	2530.0	15781.25	1883498.0	57479.79736328125	"
"2117.948717948718	2891.0	15789.0625	1883754.0	57487.60986328125	"
"2391.2087912087914	3264.0	15796.875	1884010.0	57495.42236328125	"
"2660.07326007326	3631.0	15804.6875	1884266.0	57503.23486328125	"
"2797.069597069597	3818.0	15812.5	1884522.0	57511.04736328125	"
"2797.8021978021975	3819.0	15820.3125	1884778.0	57518.85986328125	"
"2798.5347985347985	3820.0	15828.125	1885034.0	57526.67236328125	"
"2797.8021978021975	3819.0	15835.9375	1885290.0	57534.48486328125	"
"2797.069597069597	3818.0	15843.75	1885546.0	57542.29736328125	"
"2797.8021978021975	3819.0	15851.5625	1885802.0	57550.10986328125	"
"2797.069597069597	3818.0	15859.375	1886058.0	57557.92236328125	"
"2797.8021978021975	3819.0	15867.1875	1886314.0	57565.73486328125	"
"2797.069597069597	3818.0	15875.0	1886570.0	57573.54736328125	"
"2797.8021978021975	3819.0	15882.8125	1886826.0	57581.35986328125	"
"2797.069597069597	3818.0	15890.625	1887082.0	57589.17236328125	"
"2797.8021978021975	3819.0	15898.4375	1887338.0	57596.98486328125	"
"2797.069597069597	3818.0	15906.25	1887594.0	57604.79736328125	"
"2797.069597069597	3818.0	15914.0625	1887850.0	57612.60986328125	"
"2797.8021978021975	3819.0	15921.875	1888106.0	57620.42236328125	"
"2682.0512820512818	3661.0	15929.6875	1888362.0	57628.23486328125	"
"2495.2380952380954	3406.0	15937.5	1888618.0	57636.04736328125	"
"2273.260073260073	3103.0	15945.3125	1888874.0	57643.85986328125	"
"2041.7582417582416	2787.0	15953.125	1889130.0	57651.67236328125	"
"1813.1868131868132	2475.0	15960.9375	1889386.0	57659.48486328125	"
"1593.4065934065934	2175.0	15968.75	1889642.0	57667.29736328125	"
"1390.4761904761904	1898.0	15976.5625	1889898.0	57675.10986328125	"
"1205.128205128205	1645.0	15984.375	1890154.0	57682.92236328125	"
"1041.025641025641	1421.0	15992.1875	1890410.0	57690.73486328125	"
"900.3663003663004	1229.0	16000.0	1890666.0	57698.54736328125	"
