Time,GSR Reading
1585314957436,1883.0
1585314957556,1882.0
1585314957641,1881.0
1585314957750,1877.0
1585314957841,1871.0
1585314957959,1870.0
1585314958038,1869.0
1585314958159,1868.0
1585314958239,1869.0
1585314958359,1867.0
1585314958436,1868.0
1585314958553,1867.0
1585314958642,1867.0
1585314958747,1866.0
1585314958834,1865.0
1585314958958,1866.0
1585314959036,1864.0
1585314959153,1863.0
1585314959238,1862.0
1585314959356,1863.0
1585314959443,1862.0
1585314959531,1861.0
1585314959649,1860.0
1585314959731,1859.0
1585314959856,1859.0
1585314959941,1858.0
1585314960055,1858.0
1585314960142,1857.0
1585314960256,1856.0
1585314960335,1856.0
1585314960475,1855.0
1585314960555,1854.0
1585314960653,1854.0
1585314960756,1853.0
1585314960866,1853.0
1585314960932,1851.0
1585314961052,1852.0
1585314961152,1851.0
1585314961241,1851.0
1585314961352,1850.0
1585314961448,1850.0
1585314961538,1850.0
1585314961649,1850.0
1585314961739,1850.0
1585314961846,1850.0
1585314961946,1851.0
1585314962046,1852.0
1585314962144,1852.0
1585314962251,1854.0
1585314962332,1855.0
1585314962438,1855.0
1585314962568,1857.0
1585314962631,1857.0
1585314962731,1858.0
1585314962866,1860.0
1585314962959,1860.0
1585314963033,1861.0
1585314963149,1863.0
1585314963259,1863.0
1585314963335,1864.0
1585314963445,1864.0
1585314963537,1865.0
1585314963667,1866.0
1585314963762,1867.0
1585314963853,1867.0
1585314963945,1867.0
1585314964041,1869.0
1585314964141,1869.0
1585314964247,1871.0
1585314964339,1873.0
1585314964433,1874.0
1585314964559,1874.0
1585314964638,1874.0
1585314964822,1875.0
1585314964858,1874.0
1585314964960,1874.0
1585314965047,1874.0
1585314965142,1873.0
1585314965247,1873.0
1585314965342,1873.0
1585314965526,1872.0
1585314965562,1871.0
1585314965635,1871.0
1585314965755,1871.0
1585314965854,1870.0
1585314965958,1870.0
1585314966059,1870.0
1585314966137,1870.0
1585314966233,1869.0
1585314966347,1868.0
1585314966444,1868.0
1585314966554,1867.0
1585314966640,1867.0
1585314966753,1865.0
1585314966857,1865.0
1585314966966,1864.0
1585314967061,1862.0
1585314967143,1860.0
1585314967243,1860.0
1585314967339,1858.0
1585314967447,1858.0
1585314967562,1853.0
1585314967652,1845.0
1585314967737,1844.0
1585314967852,1841.0
1585314967936,1845.0
1585314968045,1845.0
1585314968153,1845.0
1585314968253,1845.0
1585314968333,1844.0
1585314968434,1843.0
1585314968539,1843.0
1585314968644,1842.0
1585314968781,1842.0
1585314968843,1842.0
1585314968935,1842.0
1585314969038,1843.0
1585314969163,1844.0
1585314969259,1845.0
1585314969358,1845.0
1585314969450,1846.0
1585314969545,1848.0
1585314969645,1850.0
1585314969747,1853.0
1585314969847,1854.0
1585314969946,1857.0
1585314970083,1858.0
1585314970140,1860.0
1585314970267,1862.0
1585314970338,1864.0
1585314970433,1865.0
1585314970546,1867.0
1585314970634,1868.0
1585314970746,1870.0
1585314970846,1872.0
1585314970953,1873.0
1585314971037,1874.0
1585314971146,1876.0
1585314971253,1877.0
1585314971347,1879.0
1585314971448,1880.0
1585314971535,1881.0
1585314971660,1883.0
1585314971731,1883.0
1585314971857,1885.0
1585314971945,1887.0
1585314972046,1889.0
1585314972136,1891.0
1585314972236,1893.0
1585314972330,1894.0
1585314972448,1898.0
1585314972541,1900.0
1585314972644,1902.0
1585314972752,1906.0
1585314972856,1908.0
1585314972958,1910.0
1585314973052,1912.0
1585314973152,1916.0
1585314973258,1920.0
1585314973364,1921.0
1585314973458,1925.0
1585314973559,1928.0
1585314973642,1931.0
1585314973730,1934.0
1585314973866,1939.0
1585314973952,1956.0
1585314974046,1965.0
1585314974153,1969.0
1585314974240,1974.0
1585314974339,1978.0
1585314974447,1981.0
1585314974539,1983.0
1585314974640,1980.0
1585314974743,1974.0
1585314974844,1980.0
1585314974956,1984.0
1585314975052,1993.0
1585314975156,1997.0
1585314975243,2000.0
1585314975332,2003.0
1585314975446,2006.0
1585314975539,2008.0
1585314975651,2012.0
1585314975756,2014.0
1585314975849,2016.0
1585314975952,2020.0
1585314976044,2023.0
1585314976139,2026.0
1585314976248,2027.0
1585314976339,2027.0
1585314976472,2022.0
1585314976549,2024.0
1585314976645,2029.0
1585314976738,2038.0
1585314976856,2042.0
1585314976957,2047.0
1585314977079,2047.0
1585314977135,2048.0
1585314977242,2048.0
1585314977338,2049.0
1585314977443,2050.0
1585314977549,2048.0
1585314977643,2047.0
1585314977733,2048.0
1585314977839,2049.0
1585314978009,2051.0
1585314978042,2052.0
1585314978149,2052.0
1585314978234,2053.0
1585314978366,2052.0
1585314978439,2049.0
1585314978536,2051.0
1585314978651,2054.0
1585314978749,2059.0
1585314978846,2061.0
1585314978952,2060.0
1585314979054,2058.0
1585314979159,2053.0
1585314979251,2059.0
1585314979327,2059.0
1585314979433,2048.0
1585314979552,2064.0
1585314979638,2068.0
1585314979742,2071.0
1585314979844,2072.0
1585314979947,2072.0
1585314980045,2071.0
1585314980153,2068.0
1585314980250,2063.0
1585314980358,2061.0
1585314980452,2059.0
1585314980560,2059.0
1585314980644,2061.0
1585314980743,2062.0
1585314980840,2062.0
1585314981036,2059.0
1585314981040,2057.0
1585314981143,2056.0
1585314981247,2056.0
1585314981352,2060.0
1585314981448,2062.0
1585314981547,2060.0
1585314981639,2058.0
1585314981745,2055.0
1585314981852,2053.0
1585314981942,2050.0
1585314982038,2046.0
1585314982147,2039.0
1585314982253,2037.0
1585314982337,2033.0
1585314982433,2023.0
1585314982535,2022.0
1585314982647,2021.0
1585314982752,2020.0
1585314982856,2017.0
1585314982947,2014.0
1585314983053,2013.0
1585314983164,2011.0
1585314983256,2009.0
1585314983362,2007.0
1585314983443,2006.0
1585314983545,2006.0
1585314983639,2006.0
1585314983733,2005.0
1585314983845,2003.0
1585314983953,2002.0
1585314984032,2000.0
1585314984144,1999.0
1585314984243,1997.0
1585314984361,1996.0
1585314984431,1994.0
1585314984535,1992.0
1585314984646,1990.0
1585314984749,1988.0
1585314984839,1987.0
1585314984952,1988.0
1585314985106,1985.0
1585314985159,1968.0
1585314985252,1973.0
1585314985376,1976.0
1585314985462,1975.0
1585314985549,1976.0
1585314985666,1976.0
1585314985762,1977.0
1585314985866,1975.0
1585314985931,1970.0
1585314986036,1971.0
1585314986132,1975.0
1585314986244,1979.0
1585314986344,1980.0
1585314986435,1983.0
1585314986541,1987.0
1585314986646,1992.0
1585314986745,1997.0
1585314986842,2002.0
1585314986952,2006.0
1585314987045,2011.0
1585314987140,2015.0
1585314987238,2020.0
1585314987352,2023.0
1585314987455,2028.0
1585314987545,2033.0
1585314987632,2037.0
1585314987741,2041.0
1585314987836,2043.0
1585314987949,2007.0
1585314988044,1992.0
1585314988143,2020.0
1585314988232,2025.0
1585314988336,2026.0
1585314988452,2028.0
1585314988537,2030.0
1585314988645,2031.0
1585314988756,2035.0
1585314988849,2037.0
1585314988936,2040.0
1585314989050,2041.0
1585314989132,2042.0
1585314989328,2041.0
1585314989330,2041.0
1585314989447,2042.0
1585314989541,2042.0
1585314989636,2041.0
1585314989744,2041.0
1585314989838,2040.0
1585314989936,2039.0
1585314990031,2038.0
1585314990139,2037.0
1585314990251,2036.0
1585314990354,2036.0
1585314990466,2035.0
1585314990545,2034.0
1585314990639,2034.0
1585314990734,2034.0
1585314990832,2036.0
1585314990937,2036.0
1585314991056,2039.0
1585314991156,2041.0
1585314991249,2043.0
1585314991343,2046.0
1585314991438,2048.0
1585314991539,2051.0
1585314991649,2055.0
1585314991747,2057.0
1585314991846,2059.0
1585314991949,2062.0
1585314992042,2063.0
1585314992151,2065.0
1585314992251,2067.0
1585314992358,2069.0
1585314992448,2071.0
1585314992542,2072.0
1585314992646,2072.0
1585314992735,2073.0
1585314992848,2079.0
1585314992934,2078.0
1585314993035,2076.0
1585314993157,2076.0
1585314993333,2073.0
1585314993337,2074.0
1585314993442,2077.0
1585314993540,2078.0
1585314993665,2078.0
1585314993749,2078.0
1585314993841,2080.0
1585314993960,2080.0
1585314994053,2081.0
1585314994158,2081.0
1585314994231,2081.0
1585314994349,2080.0
1585314994438,2080.0
1585314994549,2080.0
1585314994636,2079.0
1585314994766,2079.0
1585314994838,2078.0
1585314994955,2078.0
1585314995046,2077.0
1585314995156,2076.0
1585314995239,2075.0
1585314995432,2074.0
1585314995433,2076.0
1585314995546,2003.0
1585314995739,1976.0
1585314995739,2009.0
1585314995849,2032.0
1585314995938,2031.0
1585314996052,2039.0
1585314996146,2042.0
1585314996252,2039.0
1585314996338,2037.0
1585314996452,2036.0
1585314996538,2035.0
1585314996655,2034.0
1585314996734,2032.0
1585314996869,2030.0
1585314996938,2029.0
1585314997038,2028.0
1585314997152,2027.0
1585314997251,2028.0
1585314997334,2026.0
1585314997438,2024.0
1585314997535,2024.0
1585314997665,2026.0
1585314997760,2024.0
1585314997853,2025.0
1585314997945,2026.0
1585314998048,2028.0
1585314998162,2029.0
1585314998258,2034.0
1585314998356,2036.0
1585314998456,2040.0
1585314998542,2038.0
1585314998652,2038.0
1585314998739,2040.0
1585314998856,2040.0
1585314998936,2041.0
1585314999052,2041.0
1585314999136,2042.0
1585314999251,2041.0
1585314999338,2042.0
1585314999482,2039.0
1585314999534,2035.0
1585314999642,2038.0
1585314999749,2043.0
1585314999841,2045.0
1585314999972,2045.0
1585315000050,2045.0
1585315000146,2044.0
1585315000254,2044.0
1585315000361,2042.0
1585315000444,2041.0
1585315000554,2040.0
1585315000632,2039.0
1585315000748,2038.0
1585315000859,2036.0
1585315000966,2036.0
1585315001044,2034.0
1585315001144,2033.0
1585315001248,2031.0
1585315001338,2030.0
1585315001446,2028.0
1585315001578,2028.0
1585315001639,2026.0
1585315001760,2024.0
1585315001856,2023.0
1585315001952,2022.0
1585315002046,2020.0
1585315002152,2018.0
1585315002255,2018.0
1585315002358,2015.0
1585315002436,2013.0
1585315002542,2012.0
1585315002641,2009.0
1585315002756,2008.0
1585315002837,2007.0
1585315002952,2005.0
1585315003059,2004.0
1585315003146,2002.0
1585315003232,2001.0
1585315003346,1999.0
1585315003438,1998.0
1585315003552,1996.0
1585315003632,1995.0
1585315003828,1993.0
1585315003866,1992.0
1585315003949,1991.0
1585315004038,1990.0
1585315004165,1988.0
1585315004233,1987.0
1585315004348,1986.0
1585315004429,1984.0
1585315004543,1984.0
1585315004656,1982.0
1585315004748,1982.0
1585315004856,1981.0
1585315004939,1979.0
1585315005055,1978.0
1585315005134,1977.0
1585315005244,1976.0
1585315005442,1974.0
1585315005442,1974.0
1585315005543,1972.0
1585315005672,1972.0
1585315005761,1971.0
1585315005859,1970.0
1585315005934,1968.0
1585315006031,1968.0
1585315006154,1967.0
1585315006249,1966.0
1585315006345,1965.0
1585315006451,1964.0
1585315006562,1963.0
1585315006658,1963.0
1585315006744,1962.0
1585315006859,1961.0
1585315006936,1960.0
1585315007046,1960.0
1585315007131,1958.0
1585315007267,1958.0
1585315007338,1957.0
1585315007451,1957.0
1585315007534,1955.0
1585315007726,1955.0
1585315007753,1954.0
1585315007856,1954.0
1585315007966,1952.0
1585315008038,1952.0
1585315008221,1951.0
1585315008253,1950.0
1585315008338,1950.0
1585315008449,1949.0
1585315008541,1948.0
1585315008729,1948.0
1585315008731,1947.0
1585315008846,1946.0
1585315008939,1946.0
1585315009033,1945.0
1585315009146,1945.0
1585315009241,1945.0
1585315009338,1944.0
1585315009445,1943.0
1585315009546,1943.0
1585315009636,1942.0
1585315009762,1941.0
1585315009836,1941.0
1585315010028,1940.0
1585315010055,1940.0
1585315010165,1940.0
1585315010251,1939.0
1585315010362,1939.0
1585315010452,1938.0
1585315010539,1938.0
1585315010638,1937.0
1585315010741,1936.0
1585315010838,1936.0
1585315010959,1936.0
1585315011046,1936.0
1585315011138,1936.0
1585315011232,1936.0
1585315011345,1936.0
1585315011454,1937.0
1585315011542,1938.0
1585315011652,1939.0
1585315011731,1941.0
1585315011852,1944.0
1585315011944,1947.0
1585315012049,1949.0
1585315012139,1952.0
1585315012248,1953.0
1585315012345,1944.0
1585315012436,1937.0
1585315012541,1940.0
1585315012630,1938.0
1585315012739,1935.0
1585315012860,1940.0
1585315012940,1951.0
1585315013033,1963.0
1585315013151,1973.0
1585315013248,1984.0
1585315013338,1991.0
1585315013436,1993.0
1585315013579,1994.0
1585315013633,1995.0
1585315013826,1996.0
1585315013869,1998.0
1585315013959,2000.0
1585315014049,2001.0
1585315014133,2001.0
1585315014332,2003.0
1585315014334,2004.0
1585315014448,1996.0
1585315014548,1955.0
1585315014645,1992.0
1585315014745,2004.0
1585315014838,2006.0
1585315014934,2007.0
1585315015049,2008.0
1585315015145,2007.0
1585315015231,2006.0
1585315015352,2006.0
1585315015439,2005.0
1585315015556,2005.0
1585315015631,2002.0
1585315015749,1971.0
1585315015849,1927.0
1585315015944,1963.0
1585315016046,1965.0
1585315016148,1974.0
1585315016236,1978.0
1585315016374,1988.0
1585315016438,1994.0
1585315016539,1996.0
1585315016631,1999.0
1585315016752,1997.0
1585315016844,1998.0
1585315016938,1996.0
1585315017051,1994.0
1585315017132,1992.0
1585315017278,1990.0
1585315017334,1990.0
1585315017449,1994.0
1585315017536,1991.0
1585315017651,1990.0
1585315017745,1999.0
1585315017842,1998.0
1585315017991,1997.0
1585315018059,1997.0
1585315018138,1995.0
1585315018238,1994.0
1585315018341,1992.0
1585315018446,1991.0
1585315018569,1983.0
1585315018645,1991.0
1585315018776,1988.0
1585315018845,1990.0
1585315018941,1989.0
1585315019051,1988.0
1585315019148,1988.0
1585315019231,1986.0
1585315019335,1986.0
1585315019439,1984.0
1585315019548,1984.0
1585315019642,1985.0
1585315019737,1985.0
1585315019830,1986.0
1585315019937,1986.0
1585315020052,1987.0
1585315020152,1986.0
1585315020241,1986.0
1585315020343,1986.0
1585315020446,1986.0
1585315020543,1984.0
1585315020657,1981.0
1585315020743,1980.0
1585315020848,1979.0
1585315020940,1978.0
1585315021033,1983.0
1585315021143,1984.0
1585315021269,1985.0
1585315021357,1985.0
1585315021458,1987.0
1585315021540,1987.0
1585315021658,1988.0
1585315021754,1988.0
1585315021836,1989.0
1585315021942,1989.0
1585315022066,1989.0
1585315022149,1992.0
1585315022253,1993.0
1585315022346,1994.0
1585315022439,1994.0
1585315022539,1994.0
1585315022658,1993.0
1585315022746,1993.0
1585315022858,1993.0
1585315022953,1993.0
1585315023051,1994.0
1585315023142,1995.0
1585315023248,1994.0
1585315023346,1994.0
1585315023454,1994.0
1585315023547,1993.0
1585315023671,1992.0
1585315023734,1991.0
1585315023850,1991.0
1585315023946,1991.0
1585315024044,1990.0
1585315024160,1989.0
1585315024239,1988.0
1585315024348,1988.0
1585315024450,1987.0
1585315024550,1987.0
1585315024635,1986.0
1585315024733,1985.0
1585315024853,1985.0
1585315024946,1984.0
1585315025036,1983.0
1585315025149,1982.0
1585315025238,1981.0
1585315025369,1981.0
1585315025440,1980.0
1585315025542,1980.0
1585315025657,1979.0
1585315025755,1977.0
1585315025847,1977.0
1585315025953,1977.0
1585315026073,1976.0
1585315026158,1975.0
1585315026268,1973.0
1585315026334,1973.0
1585315026440,1972.0
1585315026555,1971.0
1585315026659,1971.0
1585315026755,1970.0
1585315026848,1970.0
1585315026938,1968.0
1585315027062,1962.0
1585315027156,1959.0
1585315027257,1960.0
1585315027343,1961.0
1585315027448,1962.0
1585315027532,1964.0
1585315027668,1967.0
1585315027751,1974.0
1585315027848,1979.0
1585315027954,1975.0
1585315028039,1973.0
1585315028148,1972.0
1585315028240,1972.0
1585315028341,1971.0
1585315028442,1970.0
1585315028545,1969.0
1585315028638,1969.0
1585315028758,1968.0
1585315028848,1968.0
1585315028939,1968.0
1585315029049,1968.0
1585315029141,1967.0
1585315029238,1967.0
1585315029340,1966.0
1585315029448,1966.0
1585315029549,1965.0
1585315029646,1965.0
1585315029749,1965.0
1585315029850,1964.0
1585315029951,1963.0
1585315030037,1963.0
1585315030139,1963.0
1585315030275,1962.0
1585315030346,1961.0
1585315030448,1961.0
1585315030538,1961.0
1585315030649,1960.0
1585315030835,1959.0
1585315030835,1960.0
1585315030966,1959.0
1585315031050,1959.0
1585315031152,1958.0
1585315031250,1958.0
1585315031348,1958.0
1585315031511,1957.0
1585315031536,1957.0
1585315031666,1956.0
1585315031748,1957.0
1585315031834,1956.0
1585315031956,1956.0
1585315032039,1955.0
1585315032148,1956.0
1585315032235,1955.0
1585315032351,1955.0
1585315032436,1954.0
1585315032562,1954.0
1585315032649,1952.0
1585315032751,1953.0
1585315032845,1952.0
1585315032962,1951.0
1585315033047,1951.0
1585315033232,1951.0
1585315033235,1951.0
1585315033349,1951.0
1585315033443,1950.0
1585315033566,1950.0
1585315033647,1950.0
1585315033831,1948.0
1585315033835,1948.0
1585315033953,1948.0
1585315034039,1948.0
1585315034155,1947.0
1585315034246,1947.0
1585315034352,1947.0
1585315034522,1946.0
1585315034552,1945.0
1585315034659,1946.0
1585315034758,1945.0
1585315034851,1945.0
1585315034952,1944.0
1585315035051,1944.0
1585315035136,1943.0
1585315035236,1943.0
1585315035336,1943.0
1585315035441,1943.0
1585315035542,1942.0
1585315035655,1941.0
1585315035732,1941.0
1585315035851,1941.0
1585315035969,1941.0
1585315036046,1940.0
1585315036253,1940.0
1585315036253,1940.0
1585315036345,1938.0
1585315036455,1938.0
1585315036530,1938.0
1585315036660,1938.0
1585315036745,1937.0
1585315036849,1937.0
1585315036949,1936.0
1585315037050,1936.0
1585315037135,1936.0
1585315037250,1935.0
1585315037345,1935.0
1585315037455,1934.0
1585315037546,1934.0
1585315037632,1933.0
1585315037745,1933.0
1585315037852,1933.0
1585315037949,1932.0
1585315038042,1932.0
1585315038169,1932.0
1585315038240,1932.0
1585315038346,1930.0
1585315038462,1931.0
1585315038558,1931.0
1585315038649,1930.0
1585315038857,1930.0
1585315038858,1930.0
1585315038939,1929.0
1585315039131,1928.0
1585315039131,1929.0
1585315039331,1928.0
1585315039334,1928.0
1585315039442,1928.0
1585315039542,1928.0
1585315039638,1927.0
1585315039751,1927.0
1585315039855,1927.0
1585315039945,1927.0
